machine_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,mechanical_power_w,type_H,type_L,type_M,machine_failure
60,298.8,309.1,1378,54.4,165,10.300000000000011,7850.127946986078,False,True,False,0
61,298.8,309.1,1393,52.6,167,10.300000000000011,7673.004953176687,False,True,False,0
62,298.8,309.0,1592,38.2,169,10.199999999999989,6368.469075749037,False,False,True,0
63,298.8,309.0,1829,22.9,172,10.199999999999989,4386.092695407341,False,True,False,0
64,298.9,309.0,1812,25.9,174,10.100000000000023,4914.581883569728,False,False,True,0
65,299.0,309.1,1523,38.6,177,10.100000000000023,6156.244020023535,False,True,False,0
66,299.0,309.1,1394,45.1,179,10.100000000000023,6583.668172519938,False,True,False,0
67,298.9,308.9,1679,28.7,181,10.0,5046.162255877581,False,False,True,0
68,298.8,308.9,1466,44.1,184,10.099999999999966,6770.195000339076,True,False,False,0
69,298.8,308.9,1527,32.4,189,10.099999999999966,5180.988940594142,False,True,False,0
70,298.9,309.0,1410,65.7,191,10.100000000000023,9700.923955019922,False,True,False,1
71,298.9,309.0,1924,22.6,193,10.100000000000023,4553.466280015094,False,False,True,0
72,298.9,309.1,1452,45.5,196,10.200000000000045,6918.415341735442,False,True,False,0
73,298.9,309.1,1369,44.4,198,10.200000000000045,6365.243707291351,False,True,False,0
74,299.0,309.1,1592,35.0,200,10.100000000000023,5834.984755267442,False,True,False,0
75,298.9,309.0,1601,32.3,202,10.100000000000023,5415.299392674381,False,True,False,0
76,298.8,308.9,1379,46.7,204,10.099999999999966,6743.878925877505,False,True,False,0
77,298.8,308.9,1461,47.9,206,10.099999999999966,7328.487430808517,False,True,False,0
78,298.8,308.9,1455,41.3,208,10.099999999999966,6292.767164773034,False,True,False,1
79,298.8,308.9,1398,51.5,0,10.099999999999966,7539.508209350144,False,True,False,0
80,298.8,308.9,1402,37.9,2,10.099999999999966,5564.367964087217,False,True,False,0
81,298.8,308.8,1445,49.9,4,10.0,7550.870302780627,True,False,False,0
82,298.9,308.9,1450,47.5,9,10.0,7212.573133866566,False,True,False,0
83,298.9,308.9,1453,40.8,11,10.0,6208.038410905718,False,True,False,0
84,299.0,309.0,1469,40.1,13,10.0,6168.716142858286,False,True,False,0
85,298.9,308.9,1422,47.6,15,10.0,7088.187008735435,False,True,False,0
86,299.0,309.0,1804,26.8,17,10.0,5062.906944721215,False,False,True,0
87,299.0,309.0,1436,43.9,20,10.0,6601.5752506454,True,False,False,0
88,299.0,309.0,1544,31.8,25,10.0,5141.656200571199,False,True,False,0
89,299.0,309.0,1419,45.2,27,10.0,6716.599429668834,False,False,True,0
90,298.9,308.9,1487,39.5,30,10.0,6150.871896585896,False,False,True,0
91,298.9,308.9,1753,25.8,33,10.0,4736.2022526989,False,True,False,0
92,298.9,308.9,1830,24.9,35,10.0,4771.765081537536,False,True,False,0
93,298.9,308.9,1727,27.1,37,10.0,4901.062563183781,False,False,True,0
94,299.1,309.0,1450,43.0,40,9.899999999999977,6529.276731710786,False,True,False,0
95,299.0,308.9,1622,31.9,42,9.899999999999977,5418.388625450411,False,True,False,0
96,299.0,309.0,1351,52.2,44,10.0,7385.067514499669,False,False,True,0
97,299.0,309.0,1575,35.3,47,10.0,5822.156585265283,False,False,True,0
98,298.9,308.9,1750,29.9,50,10.0,5479.461186636197,False,False,True,0
99,298.9,308.8,1529,32.7,53,9.900000000000034,5235.809732399285,False,True,False,0
100,298.8,308.8,1523,44.4,55,10.0,7081.275504897537,False,True,False,0
101,298.8,308.9,1852,25.0,57,10.099999999999966,4848.524662040247,False,True,False,0
102,298.8,308.8,1991,20.7,59,10.0,4315.888571575121,False,True,False,0
103,298.8,308.8,1555,40.6,61,10.0,6611.27229996948,False,True,False,0
104,298.8,308.8,1441,40.5,63,10.0,6111.4972686609035,False,False,True,0
105,298.8,308.7,1450,43.4,66,9.899999999999977,6590.014189680189,False,True,False,0
106,298.8,308.7,1591,31.1,68,9.899999999999977,5181.543955296278,False,True,False,0
107,298.8,308.7,1445,48.5,70,9.899999999999977,7339.022238173556,False,True,False,0
108,298.8,308.8,1497,46.8,72,10.0,7336.624155781315,False,False,True,0
109,298.9,308.8,1621,32.7,75,9.900000000000034,5550.84864370127,True,False,False,0
110,298.9,308.7,1572,34.1,80,9.800000000000011,5613.523417140386,False,True,False,0
111,298.8,308.6,1872,22.5,82,9.800000000000011,4410.79608564007,False,True,False,0
112,298.7,308.6,1499,43.5,84,9.900000000000034,6828.408712210095,True,False,False,0
113,298.8,308.7,1498,39.5,89,9.899999999999977,6196.372630185388,False,False,True,0
114,298.8,308.6,1486,41.9,92,9.800000000000011,6520.208000917424,False,False,True,0
115,298.8,308.6,1680,29.4,95,9.800000000000011,5172.318144870235,False,True,False,0
116,298.8,308.6,1431,45.7,97,9.800000000000011,6848.326409633854,False,True,False,0
117,298.9,308.7,1564,34.1,99,9.800000000000011,5584.955867943742,False,True,False,0
118,298.8,308.6,1599,33.0,101,9.800000000000011,5525.747318399087,False,True,False,0
119,298.8,308.6,1707,28.1,103,9.800000000000011,5023.0610778981845,False,False,True,0
120,298.7,308.5,1467,40.7,106,9.800000000000011,6252.491946954014,False,True,False,0
121,298.9,308.7,1433,44.7,108,9.800000000000011,6707.834386165319,False,True,False,0
122,298.9,308.7,1558,41.2,110,9.800000000000011,6721.919193228913,False,True,False,0
123,299.0,308.8,1310,50.7,112,9.800000000000011,6955.171975782443,False,True,False,0
124,298.9,308.7,1546,43.4,114,9.800000000000011,7026.318577410739,False,True,False,0
125,298.9,308.7,1727,29.4,116,9.800000000000011,5317.0199024945805,False,True,False,0
126,298.9,308.6,1560,32.2,118,9.700000000000045,5260.282739170751,False,True,False,0
127,299.0,308.6,1329,60.5,120,9.600000000000023,8419.939550518684,False,True,False,0
128,298.9,308.6,1413,46.5,122,9.700000000000045,6880.559150259685,False,True,False,0
129,299.0,308.6,1587,38.6,124,9.600000000000023,6414.943703071142,False,True,False,0
130,298.9,308.5,1559,34.3,126,9.600000000000023,5599.75276934215,False,True,False,0
131,298.8,308.4,1473,41.1,128,9.599999999999966,6339.765390870739,False,True,False,0
132,298.8,308.4,1737,27.7,130,9.599999999999966,5038.580545606917,False,True,False,0
133,298.7,308.4,1441,43.2,132,9.699999999999989,6518.930419904965,False,False,True,0
134,298.7,308.4,1430,49.6,135,9.699999999999989,7427.562791127228,False,False,True,0
135,298.8,308.4,1369,53.0,138,9.599999999999966,7598.151272217154,False,True,False,0
136,298.8,308.5,1711,28.5,140,9.699999999999989,5106.501778777529,False,False,True,0
137,298.7,308.5,1420,45.7,143,9.800000000000011,6795.683788735201,True,False,False,0
138,298.7,308.6,1297,55.3,148,9.900000000000034,7510.930188177988,False,True,False,0
139,298.8,308.6,1449,49.4,150,9.800000000000011,7495.902903318317,True,False,False,0
140,298.8,308.6,1268,55.8,155,9.800000000000011,7409.383441638454,False,True,False,0
141,298.8,308.6,1511,36.1,157,9.800000000000011,5712.158954487593,False,True,False,0
142,298.7,308.5,1544,35.2,159,9.800000000000011,5691.393027047365,False,True,False,0
143,298.6,308.4,1778,28.2,161,9.799999999999955,5250.606633797693,False,False,True,0
144,298.6,308.4,1407,50.5,164,9.799999999999955,7440.705120394745,True,False,False,0
145,298.6,308.4,1391,42.4,169,9.799999999999955,6176.203605349342,False,False,True,0
146,298.5,308.4,1513,33.6,172,9.899999999999977,5323.61724706712,False,True,False,0
147,298.5,308.4,1612,36.1,174,9.899999999999977,6093.977653629385,True,False,False,0
148,298.4,308.4,1515,40.1,179,10.0,6361.88220315201,False,True,False,0
149,298.3,308.3,1379,48.0,181,10.0,6931.610030880519,False,False,True,0
150,298.4,308.3,1473,39.9,184,9.900000000000034,6154.662751721227,False,True,False,0
151,298.4,308.3,1422,42.7,186,9.900000000000034,6358.520699012669,False,True,False,0
152,298.4,308.2,1463,37.6,188,9.800000000000011,5760.50806542634,False,False,True,0
153,298.4,308.2,1584,41.0,191,9.800000000000011,6800.919776491184,False,False,True,0
154,298.4,308.2,1850,27.0,194,9.800000000000011,5230.751768227005,False,True,False,0
155,298.4,308.2,1528,36.2,196,9.800000000000011,5792.426646786813,False,True,False,0
156,298.4,308.2,1987,19.8,198,9.800000000000011,4119.9474377707265,True,False,False,0
157,298.4,308.1,1495,46.0,203,9.700000000000045,7201.577559579002,False,False,True,0
158,298.4,308.2,1478,43.5,206,9.800000000000011,6732.747215908285,True,False,False,0
159,298.4,308.2,1499,40.0,211,9.800000000000011,6278.996516974799,False,False,True,0
160,298.4,308.2,1471,47.0,214,9.800000000000011,7240.009709707917,False,True,False,0
161,298.4,308.2,1282,60.7,216,9.800000000000011,8149.0190720486125,False,True,False,1
162,298.3,308.1,1412,52.3,218,9.800000000000011,7733.302588174585,False,True,False,1
163,298.3,308.1,1586,35.5,0,9.800000000000011,5896.036372502203,False,True,False,0
164,298.4,308.2,1468,43.8,2,9.800000000000011,6733.312702585931,False,False,True,0
165,298.5,308.3,1440,43.6,5,9.800000000000011,6574.725105432719,False,False,True,0
166,298.5,308.4,1733,26.0,8,9.899999999999977,4718.4627261816295,False,True,False,0
167,298.4,308.2,1612,32.6,10,9.800000000000011,5503.148795244265,True,False,False,0
168,298.4,308.3,1458,42.9,15,9.900000000000034,6550.032187175502,True,False,False,0
169,298.4,308.3,1433,62.3,20,9.900000000000034,9348.950386087232,False,True,False,1
170,298.4,308.3,1318,59.1,22,9.900000000000034,8157.019661339754,False,True,False,0
171,298.4,308.2,1610,35.0,24,9.800000000000011,5900.958200992828,False,False,True,0
172,298.2,308.1,1462,50.8,27,9.900000000000034,7777.494324835082,False,True,False,0
173,298.1,308.0,1924,20.8,29,9.899999999999977,4190.800824084688,False,False,True,0
174,298.2,308.0,1591,33.7,32,9.800000000000011,5614.727694324262,False,False,True,0
175,298.2,308.1,1306,58.3,35,9.900000000000034,7973.341210859871,False,True,False,0
176,298.2,308.1,1382,43.5,37,9.900000000000034,6295.437518528586,False,True,False,0
177,298.2,308.1,1618,34.7,39,9.900000000000034,5879.4487632912505,False,True,False,0
178,298.2,308.2,1988,21.4,41,10.0,4455.113486006709,False,True,False,0
179,298.2,308.2,1436,50.2,43,10.0,7548.953931261937,False,True,False,0
180,298.2,308.3,1304,49.8,45,10.100000000000023,6800.417121666609,False,True,False,0
181,298.2,308.3,1475,49.9,47,10.100000000000023,7707.635776194758,False,True,False,0
182,298.2,308.3,1824,24.2,49,10.100000000000023,4622.413766785878,True,False,False,0
183,298.1,308.2,1342,48.1,54,10.099999999999966,6759.681136925063,False,False,True,0
184,298.1,308.2,1485,40.7,57,10.099999999999966,6329.209639554677,False,True,False,0
185,298.2,308.2,1667,30.6,59,10.0,5341.775652604869,False,True,False,0
186,298.2,308.2,1446,38.2,61,10.0,5784.426057495671,False,True,False,0
187,298.1,308.3,1301,56.0,63,10.199999999999989,7629.462478997932,False,True,False,0
188,298.2,308.4,1379,43.1,65,10.199999999999989,6224.008173561467,False,True,False,0
189,298.3,308.5,1606,33.6,67,10.199999999999989,5650.845537865033,False,True,False,0
190,298.3,308.4,1539,43.4,69,10.099999999999966,6994.504715805386,False,False,True,0
191,298.2,308.4,1477,49.9,72,10.199999999999989,7718.086807755701,False,True,False,0
192,298.2,308.4,1666,34.6,74,10.199999999999989,6036.423676215621,False,True,False,0
193,298.2,308.4,1398,51.8,76,10.199999999999989,7583.427674647329,True,False,False,0
194,298.2,308.4,1678,34.6,81,10.199999999999989,6079.903318541303,True,False,False,0
195,298.2,308.5,2678,10.7,86,10.300000000000011,3000.7026950518025,False,False,True,1
196,298.3,308.5,1453,42.9,89,10.199999999999989,6527.569799702335,False,True,False,0
197,298.3,308.6,1432,49.5,91,10.300000000000011,7422.955121901963,True,False,False,0
198,298.4,308.6,1527,40.9,96,10.200000000000045,6540.199002169767,False,False,True,0
199,298.4,308.7,1588,35.0,99,10.300000000000011,5820.3239895506895,False,True,False,0
200,298.4,308.6,1433,47.1,101,10.200000000000045,7067.986567972853,False,True,False,0
201,298.4,308.6,1609,35.0,103,10.200000000000045,5897.293009563639,False,True,False,0
202,298.3,308.5,1575,41.2,105,10.199999999999989,6795.264909714723,False,True,False,0
203,298.4,308.5,1636,35.7,107,10.100000000000023,6116.178241714753,False,False,True,0
204,298.4,308.5,1490,37.9,110,10.100000000000023,5913.6292913623065,False,True,False,0
205,298.4,308.5,1741,32.8,112,10.100000000000023,5980.000672157146,False,True,False,0
206,298.5,308.6,1344,53.0,114,10.100000000000023,7459.397596683604,False,False,True,0
207,298.5,308.7,1609,35.3,117,10.199999999999989,5947.841235359899,False,True,False,0
208,298.4,308.7,1421,60.7,119,10.300000000000011,9032.571061919716,False,False,True,1
209,298.4,308.6,1591,36.7,122,10.200000000000045,6114.555085510398,False,True,False,0
210,298.4,308.6,1477,44.0,124,10.200000000000045,6805.527445716449,False,True,False,0
211,298.4,308.7,1523,36.1,126,10.300000000000011,5757.523552405431,False,True,False,0
212,298.5,308.7,1575,33.9,128,10.199999999999989,5591.249525226434,False,True,False,0
213,298.4,308.7,1344,52.9,130,10.300000000000011,7445.323261595521,True,False,False,0
214,298.4,308.7,1386,44.9,135,10.300000000000011,6516.856968753595,False,True,False,0
215,298.3,308.6,1589,37.1,137,10.300000000000011,6173.428531838671,False,False,True,0
216,298.3,308.6,1548,40.3,140,10.300000000000011,6532.879091286902,False,True,False,0
217,298.3,308.6,1499,38.3,142,10.300000000000011,6012.13916500337,False,True,False,0
218,298.3,308.5,1664,31.6,144,10.199999999999989,5506.416051603997,False,True,False,0
219,298.3,308.6,1447,38.1,146,10.300000000000011,5773.273403575427,False,True,False,0
220,298.3,308.5,1434,46.2,148,10.199999999999989,6937.767552481556,False,False,True,0
221,298.3,308.5,1416,52.7,151,10.199999999999989,7814.523230245394,False,True,False,0
222,298.4,308.5,1827,24.3,153,10.100000000000023,4649.148720267926,True,False,False,0
223,298.4,308.6,1304,45.0,158,10.200000000000045,6144.955230421635,False,True,False,0
224,298.4,308.6,1569,34.4,160,10.200000000000045,5652.102174926468,False,True,False,0
225,298.3,308.6,1584,29.3,162,10.300000000000011,4860.169498809554,False,True,False,0
226,298.3,308.5,1362,53.8,164,10.199999999999989,7673.40288824614,False,True,False,0
227,298.3,308.4,1329,49.2,166,10.099999999999966,6847.28968405817,False,True,False,0
228,298.3,308.5,1539,36.1,168,10.199999999999989,5818.009682962545,False,True,False,0
229,298.3,308.5,1629,37.1,170,10.199999999999989,6328.832648436246,False,False,True,0
230,298.3,308.5,1538,32.2,173,10.199999999999989,5186.099264643983,False,True,False,0
231,298.3,308.6,1570,34.8,175,10.300000000000011,5721.46854071773,False,True,False,0
232,298.3,308.4,1408,43.1,177,10.099999999999966,6354.897395485529,False,True,False,0
233,298.2,308.4,1424,47.6,179,10.199999999999989,7098.156329422827,False,True,False,0
234,298.2,308.4,1512,34.9,181,10.199999999999989,5525.935813958302,False,True,False,0
235,298.2,308.4,1478,42.9,183,10.199999999999989,6639.881737068171,False,True,False,0
236,298.1,308.3,1680,33.7,185,10.199999999999989,5928.8136558546585,False,False,True,0
237,298.1,308.3,1495,38.7,188,10.199999999999989,6058.718512080596,False,True,False,0
238,298.0,308.1,1552,36.6,190,10.100000000000023,5948.417194013058,False,False,True,0
239,297.9,308.1,1393,50.3,193,10.200000000000045,7337.493329748808,False,True,False,0
240,298.0,308.2,1611,30.6,195,10.199999999999989,5162.32788023182,False,True,False,0
241,298.0,308.1,1339,51.6,197,10.100000000000023,7235.339208629582,False,False,True,0
242,298.0,308.1,1777,24.3,200,10.100000000000023,4521.91421779754,False,True,False,0
243,298.0,308.2,1348,58.8,202,10.199999999999989,8300.33911819652,False,True,False,1
244,298.0,308.2,1442,44.1,204,10.199999999999989,6659.359611520428,False,True,False,0
245,298.0,308.2,1395,49.1,206,10.199999999999989,7172.727267043536,False,False,True,0
246,297.9,308.1,1627,31.4,209,10.200000000000045,5349.901905602153,False,False,True,0
247,297.9,308.1,1585,33.5,212,10.200000000000045,5560.3571974661345,False,True,False,0
248,298.0,308.2,1469,45.5,214,10.199999999999989,6999.416072320499,False,True,False,0
249,298.0,308.3,1362,56.8,216,10.300000000000011,8101.28780766507,False,True,False,1
250,298.0,308.3,1405,56.2,218,10.300000000000011,8268.776584003455,False,True,False,1
251,298.0,308.3,1662,32.7,0,10.300000000000011,5691.246419390197,False,True,False,0
252,298.0,308.2,1466,42.6,2,10.199999999999989,6539.916258830944,False,False,True,0
253,298.0,308.2,1620,35.8,5,10.199999999999989,6073.326917919787,False,True,False,0
254,298.0,308.2,1357,48.2,7,10.199999999999989,6849.446911013634,False,True,False,0
255,298.0,308.2,1514,37.9,9,10.199999999999989,6008.882380619149,False,True,False,0
256,298.0,308.2,1489,40.4,11,10.199999999999989,6299.479701076205,False,True,False,0
257,298.1,308.3,1331,63.0,13,10.199999999999989,8781.06562604883,False,True,False,0
258,298.0,308.0,1615,29.5,15,10.0,4989.110933288391,False,True,False,0
259,298.1,308.2,1482,37.9,17,10.099999999999966,5881.878261610025,False,True,False,0
260,298.1,308.2,1420,63.9,19,10.099999999999966,9502.061140047688,False,False,True,1
261,298.2,308.3,1522,49.1,22,10.100000000000023,7825.728244043198,False,False,True,0
262,298.1,308.2,1654,32.1,25,10.099999999999966,5559.927846470144,False,True,False,0
263,298.1,308.2,1736,26.8,27,10.099999999999966,4872.065662991147,False,False,True,0
264,298.0,308.1,1587,32.3,30,10.100000000000023,5367.945119409272,False,False,True,0
265,298.1,308.2,1390,47.5,33,10.099999999999966,6914.121831775536,False,True,False,0
266,298.0,308.1,1454,37.1,35,10.100000000000023,5648.9396383218545,False,True,False,0
267,298.0,308.1,1440,43.7,37,10.100000000000023,6589.80475016995,True,False,False,0
268,297.9,308.0,1954,21.1,42,10.100000000000023,4317.532671730501,False,True,False,0
269,297.9,308.0,1800,24.8,44,10.100000000000023,4674.689868541612,True,False,False,0
270,298.0,308.0,1524,37.0,49,10.0,5904.937551687375,False,True,False,0
271,298.0,308.0,1520,39.6,51,10.0,6303.291500162561,True,False,False,0
272,298.1,308.1,1452,40.8,56,10.0,6203.765844896836,False,False,True,0
273,298.1,308.1,1484,40.4,59,10.0,6278.326310542034,False,True,False,0
274,298.1,308.0,1426,46.0,61,9.899999999999977,6869.197056829202,False,True,False,0
275,298.1,308.0,1652,28.5,63,9.899999999999977,4930.415510543821,False,True,False,0
276,298.0,308.0,1401,54.7,65,10.0,8025.16701766859,False,True,False,0
277,298.0,307.9,1750,26.6,67,9.899999999999977,4874.704600820162,False,False,True,0
278,298.0,308.0,1479,50.7,70,10.0,7852.442253574224,True,False,False,0
279,298.0,308.0,1620,29.4,75,10.0,4987.5924968391555,False,False,True,0
280,298.0,308.1,1819,23.4,78,10.100000000000023,4457.35448876627,False,True,False,0
281,298.1,308.1,1456,43.7,80,10.0,6663.024802949616,False,False,True,0
282,298.1,308.0,1626,36.5,83,9.899999999999977,6215.012746596687,False,True,False,0
283,298.1,308.1,1390,49.8,85,10.0,7248.910888893089,False,False,True,0
284,298.2,308.2,1469,43.0,88,10.0,6614.832771643549,False,True,False,0
285,298.2,308.3,2051,19.2,90,10.100000000000023,4123.780180808106,False,True,False,0
286,298.2,308.3,1568,36.0,92,10.100000000000023,5911.2207369945545,False,True,False,0
287,298.2,308.3,1589,33.2,94,10.100000000000023,5524.4697373866275,False,True,False,0
288,298.2,308.3,1805,31.6,96,10.100000000000023,5973.005392515153,False,True,False,0
289,298.2,308.4,1385,42.2,98,10.199999999999989,6120.555527478755,True,False,False,0
290,298.1,308.4,1436,46.7,103,10.299999999999955,7022.632442030527,False,True,False,0
291,298.1,308.4,1438,45.6,105,10.299999999999955,6866.767558510426,False,True,False,0
292,298.0,308.3,1473,42.6,107,10.300000000000011,6571.143689807626,False,True,False,0
293,298.1,308.4,1335,40.2,109,10.299999999999955,5619.9950980067815,False,True,False,0
294,298.1,308.5,1392,44.8,111,10.399999999999977,6530.491480870174,True,False,False,0
295,298.1,308.5,1372,51.1,116,10.399999999999977,7341.81825563525,False,False,True,0
296,298.1,308.6,1716,30.7,119,10.5,5516.76236340982,False,False,True,0
297,298.0,308.5,1395,46.2,122,10.5,6749.083497706953,False,True,False,0
298,298.0,308.5,1713,25.3,124,10.5,4538.438995155423,False,True,False,0
299,297.9,308.5,2129,18.7,126,10.600000000000023,4169.13430675043,True,False,False,0
300,297.8,308.3,1567,35.6,131,10.5,5841.812483301244,False,False,True,0
301,297.8,308.4,1622,38.3,134,10.599999999999966,6505.463459396576,False,True,False,0
302,297.7,308.4,1740,27.1,136,10.699999999999989,4937.9553329124365,False,True,False,0
303,297.8,308.4,1512,35.1,138,10.599999999999966,5557.603067906488,True,False,False,0
304,297.8,308.4,1479,43.5,143,10.599999999999966,6737.30252525599,False,False,True,0
305,297.8,308.4,1737,27.5,146,10.599999999999966,5002.200902678348,False,True,False,0
306,297.8,308.4,2129,19.2,148,10.599999999999966,4280.608486075308,False,True,False,0
307,297.8,308.4,1374,47.1,150,10.599999999999966,6776.98084047083,False,True,False,0
308,297.8,308.4,1579,36.6,152,10.599999999999966,6051.9012560223055,False,False,True,0
309,297.9,308.5,1305,47.2,155,10.600000000000023,6450.3180363505635,False,True,False,0
310,297.9,308.5,1449,40.8,157,10.600000000000023,6190.94814687019,False,False,True,0
311,298.0,308.6,1526,41.8,160,10.600000000000023,6679.738075866713,True,False,False,0
312,298.0,308.6,1453,44.1,165,10.600000000000023,6710.159164728975,False,False,True,0
313,297.9,308.6,1468,36.0,168,10.700000000000045,5534.22961856378,False,True,False,0
314,298.0,308.6,1313,50.8,170,10.600000000000023,6984.849554383353,False,True,False,0
315,297.9,308.5,1300,53.0,172,10.600000000000023,7215.191127744558,False,False,True,0
316,297.9,308.4,1646,40.6,175,10.5,6998.1699072345755,False,True,False,0
317,297.8,308.4,1714,33.2,177,10.599999999999966,5959.056721133215,False,True,False,0
318,297.8,308.4,1685,28.4,179,10.599999999999966,5011.259161496198,False,True,False,0
319,297.8,308.4,1512,39.9,181,10.599999999999966,6317.617162662929,False,True,False,0
320,297.8,308.4,1612,32.1,183,10.599999999999966,5418.744672617819,False,True,False,0
321,297.8,308.4,1550,38.2,185,10.599999999999966,6200.456700635055,True,False,False,0
322,297.8,308.4,1518,32.5,190,10.599999999999966,5166.349118828414,False,True,False,0
323,297.8,308.5,1448,40.0,192,10.699999999999989,6065.368216530694,False,True,False,0
324,297.8,308.5,1561,46.3,194,10.699999999999989,7568.546997444824,False,True,False,0
325,297.8,308.5,1488,41.9,196,10.699999999999989,6528.983516396451,False,False,True,0
326,297.8,308.5,1699,27.8,199,10.699999999999989,4946.144417762795,False,True,False,0
